InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority,TotalCost,Revenue,TotalSales,Day,Month
274811,SKU_1350,Headphones,45,2022-07-11 2:00,42.62,42409,Germany,0.19,Bank Transfer,19.44,Apparel,Online,Returned,DHL,Rome,Low,1572.939,1553.499,1917.9,Monday,July
278810,SKU_1225,Wall Clock,25,2022-07-11 3:00,97.77,68150,United States,0.12,Credit Card,25.14,Accessories,Online,Not Returned,UPS,Amsterdam,Low,2176.08,2150.94,2444.25,Monday,July
991123,SKU_1923,Office Chair,14,2022-07-11 4:00,76.63,83385,Netherlands,0.36,Credit Card,14.36,Stationery,Online,Not Returned,DHL,Berlin,Medium,700.9648,686.6048,1072.82,Monday,July
315616,SKU_1405,Blue Pen,46,2022-07-11 6:00,69.65,Unknown,Portugal,0.27,Bank Transfer,10.05,Furniture,Online,Not Returned,Royal Mail,Rome,Medium,2348.897,2338.847,3203.9,Monday,July
985250,SKU_1445,T-shirt,8,2022-07-11 7:00,6.98,41732,Italy,0.43,Credit Card,10.16,Furniture,Online,Not Returned,FedEx,Rome,High,41.9888,31.8288,55.84,Monday,July
460654,SKU_1322,Wireless Mouse,9,2022-07-11 8:00,29.42,30841,France,0.45,Credit Card,9.24,Apparel,Online,Not Returned,Royal Mail,London,Low,154.869,145.629,264.78,Monday,July
723539,SKU_1629,T-shirt,13,2022-07-11 9:00,48.06,Unknown,Netherlands,0.34,Credit Card,22.61,Furniture,Online,Not Returned,UPS,,High,434.9648,412.3548,624.78,Monday,July
770740,SKU_1072,Office Chair,14,2022-07-11 10:00,35.65,97679,France,0.2,Bank Transfer,25.85,Apparel,In-store,Not Returned,Royal Mail,Berlin,High,425.13,399.28,499.1,Monday,July
380356,SKU_1517,Wall Clock,15,2022-07-11 11:00,8.47,35562,Italy,0.47,Bank Transfer,10.47,Electronics,In-store,Not Returned,FedEx,Amsterdam,Low,77.8065,67.3365,127.05,Monday,July
761454,SKU_1178,Wall Clock,13,2022-07-11 14:00,32.89,92461,United States,0.42,Credit Card,8.31,Furniture,Online,Not Returned,UPS,Amsterdam,Medium,256.3006,247.9906,427.57,Monday,July
728937,SKU_1707,White Mug,3,2022-07-11 15:00,53.6,50783,United States,0.21,paypall,16.7,Accessories,In-store,Not Returned,DHL,Amsterdam,Low,143.732,127.032,160.8,Monday,July
675607,SKU_1108,White Mug,33,2022-07-11 16:00,97.06,58492,Australia,0.1,Bank Transfer,26.55,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium,2909.232,2882.682,3202.98,Monday,July
802088,SKU_1371,Desk Lamp,19,2022-07-11 17:00,34.53,41896,France,0.2,Credit Card,26.93,Electronics,Online,Returned,UPS,London,Medium,551.786,524.856,656.07,Monday,July
517579,SKU_1696,White Mug,31,2022-07-11 18:00,28.72,81157,Sweden,0.06,paypall,5.12,Electronics,Online,Returned,DHL,London,High,842.0208,836.9008,890.32,Monday,July
187846,SKU_1455,Wall Clock,32,2022-07-11 19:00,45.88,42142,Germany,0.1,Credit Card,11.82,Electronics,In-store,Not Returned,UPS,Amsterdam,High,1333.164,1321.344,1468.16,Monday,July
270372,SKU_1566,Office Chair,2,2022-07-11 20:00,90.99,78958,Italy,0.24,paypall,24.78,Stationery,In-store,Not Returned,DHL,Amsterdam,Low,163.0848,138.3048,181.98,Monday,July
154808,SKU_1228,Wireless Mouse,16,2022-07-11 21:00,61.31,69575,Germany,0.24,Credit Card,11.41,Stationery,In-store,Not Returned,Royal Mail,London,Low,756.9396,745.5296,980.96,Monday,July
311177,SKU_1937,Office Chair,5,2022-07-11 22:00,32.76,81367,United States,0.28,Bank Transfer,12.83,Furniture,Online,Not Returned,DHL,London,Low,130.766,117.936,163.8,Monday,July
666904,SKU_1947,Desk Lamp,38,2022-07-11 23:00,79.13,58617,Portugal,0.23,Bank Transfer,14.17,Accessories,In-store,Returned,FedEx,Rome,Medium,2329.5138,2315.3438,3006.94,Monday,July
960761,SKU_1956,Wireless Mouse,30,2022-07-12 0:00,56.5,95253,Norway,0.19,paypall,14.26,Accessories,Online,Not Returned,DHL,Amsterdam,Medium,1387.21,1372.95,1695,Tuesday,July
859103,SKU_1530,Blue Pen,49,2022-07-12 1:00,50.3,23237,United States,0.06,Credit Card,20.9,Furniture,In-store,Not Returned,UPS,London,High,2337.718,2316.818,2464.7,Tuesday,July
156152,SKU_1424,Desk Lamp,41,2022-07-12 4:00,58.81,67973,Netherlands,0.16,paypall,6.98,Apparel,In-store,Not Returned,DHL,Rome,Low,2032.3964,2025.4164,2411.21,Tuesday,July
142351,SKU_1958,Backpack,38,2022-07-12 5:00,81.29,50181,Australia,0.25,Bank Transfer,16.37,Electronics,Online,Not Returned,Royal Mail,London,Medium,2333.135,2316.765,3089.02,Tuesday,July
605931,SKU_1215,Desk Lamp,49,2022-07-12 6:00,34.35,90919,Australia,0.16,Credit Card,17.64,Furniture,Online,Not Returned,Royal Mail,Rome,Low,1431.486,1413.846,1683.15,Tuesday,July
815400,SKU_1047,Wall Clock,28,2022-07-12 7:00,9.29,74206,Sweden,0.47,paypall,20.09,Accessories,In-store,Returned,DHL,Amsterdam,Low,157.9536,137.8636,260.12,Tuesday,July
327977,SKU_1464,T-shirt,33,2022-07-12 8:00,74.26,80726,United Kingdom,0.48,Credit Card,5.44,Accessories,In-store,Not Returned,Royal Mail,Rome,Low,1279.7416,1274.3016,2450.58,Tuesday,July
843919,SKU_1671,T-shirt,2,2022-07-12 9:00,26.54,57410,United Kingdom,0.41,paypall,6.4,Accessories,In-store,Not Returned,Royal Mail,Paris,High,37.7172,31.3172,53.08,Tuesday,July
484521,SKU_1945,Desk Lamp,2,2022-07-12 10:00,85.83,Unknown,Australia,0.3,paypall,17.47,Stationery,Online,Not Returned,UPS,Amsterdam,Medium,137.632,120.162,171.66,Tuesday,July
160616,SKU_1909,Notebook,32,2022-07-12 11:00,85.25,37793,Sweden,0.22,paypall,18.72,Stationery,Online,Not Returned,DHL,Paris,Low,2146.56,2127.84,2728,Tuesday,July
866781,SKU_1272,Wall Clock,12,2022-07-12 12:00,68.74,27976,United States,0.35,Bank Transfer,8.5,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Medium,544.672,536.172,824.88,Tuesday,July
254969,SKU_1607,USB Cable,39,2022-07-12 13:00,22.34,22717,United States,0.3,Bank Transfer,10.08,Stationery,In-store,Not Returned,UPS,Amsterdam,Medium,619.962,609.882,871.26,Tuesday,July
385154,SKU_1992,T-shirt,6,2022-07-12 14:00,39.08,45720,United Kingdom,0.07,Bank Transfer,6.09,Apparel,In-store,Not Returned,DHL,Berlin,Medium,224.1564,218.0664,234.48,Tuesday,July
594651,SKU_1029,Desk Lamp,15,2022-07-12 15:00,20.15,63024,Sweden,0.14,Credit Card,10.56,Furniture,Online,Not Returned,Royal Mail,Berlin,Low,270.495,259.935,302.25,Tuesday,July
746110,SKU_1632,T-shirt,32,2022-07-12 16:00,26.53,38275,Belgium,0.33,Credit Card,17.79,Electronics,Online,Not Returned,UPS,Berlin,Low,586.5932,568.8032,848.96,Tuesday,July
251186,SKU_1878,Notebook,47,2022-07-12 17:00,19.31,60897,United Kingdom,0.33,Bank Transfer,11.57,Stationery,Online,Not Returned,DHL,London,Medium,619.6419,608.0719,907.57,Tuesday,July
905482,SKU_1946,White Mug,45,2022-07-12 18:00,42.12,20839,United States,0.32,Bank Transfer,8.42,Furniture,In-store,Not Returned,UPS,Rome,Low,1297.292,1288.872,1895.4,Tuesday,July
383269,SKU_1987,USB Cable,15,2022-07-12 20:00,53.55,84151,France,0.06,Credit Card,24.34,Furniture,In-store,Not Returned,UPS,Berlin,Medium,779.395,755.055,803.25,Tuesday,July
587310,SKU_1189,Office Chair,10,2022-07-12 21:00,7.81,88161,United Kingdom,0.16,paypall,24.1,Accessories,Online,Not Returned,UPS,Amsterdam,Medium,89.704,65.604,78.1,Tuesday,July
543612,SKU_1151,Wall Clock,15,2022-07-12 22:00,17.61,18877,Spain,0.04,paypall,16.19,Furniture,In-store,Not Returned,Royal Mail,Paris,Low,269.774,253.584,264.15,Tuesday,July
513612,SKU_1254,Blue Pen,39,2022-07-13 0:00,64.09,66631,Italy,0.12,Credit Card,21.75,Stationery,Online,Not Returned,DHL,Rome,Medium,2221.3188,2199.5688,2499.51,Wednesday,July
454805,SKU_1702,Desk Lamp,47,2022-07-13 1:00,45.43,95516,Italy,0.45,Credit Card,21.75,Accessories,Online,Not Returned,DHL,Amsterdam,High,1196.1155,1174.3655,2135.21,Wednesday,July
881444,SKU_1653,Wall Clock,35,2022-07-13 2:00,95.65,46808,United Kingdom,0.44,Bank Transfer,5.47,Stationery,Online,Not Returned,FedEx,Rome,Medium,1880.21,1874.74,3347.75,Wednesday,July
616941,SKU_1757,Office Chair,12,2022-07-13 3:00,51.52,61133,Australia,0.5,paypall,19.7,Stationery,In-store,Not Returned,UPS,Rome,High,328.82,309.12,618.24,Wednesday,July
712404,SKU_1033,Notebook,37,2022-07-13 4:00,81.23,31227,Portugal,0.49,Bank Transfer,14,Apparel,In-store,Not Returned,FedEx,Amsterdam,Low,1546.8101,1532.8101,3005.51,Wednesday,July
219233,SKU_1186,Office Chair,35,2022-07-13 5:00,45.02,71419,Spain,0.31,Credit Card,21.97,Furniture,In-store,Not Returned,DHL,Paris,Low,1109.203,1087.233,1575.7,Wednesday,July
516790,SKU_1878,T-shirt,4,2022-07-13 6:00,88.65,88930,France,0.19,Bank Transfer,11.02,Stationery,In-store,Not Returned,UPS,Rome,Medium,298.246,287.226,354.6,Wednesday,July
976587,SKU_1448,Notebook,10,2022-07-13 7:00,59.25,19281,Germany,0.38,Bank Transfer,10.64,Furniture,In-store,Not Returned,Royal Mail,Berlin,Low,377.99,367.35,592.5,Wednesday,July
113869,SKU_1085,Desk Lamp,20,2022-07-13 8:00,76.43,24842,Spain,0.35,Bank Transfer,19.99,Apparel,In-store,Not Returned,UPS,Amsterdam,Medium,1013.58,993.59,1528.6,Wednesday,July
559410,SKU_1672,Headphones,43,2022-07-13 9:00,77.11,84106,Portugal,0.47,Bank Transfer,8.03,Furniture,Online,Not Returned,UPS,Berlin,High,1765.3669,1757.3369,3315.73,Wednesday,July
686455,SKU_1875,Headphones,31,2022-07-13 10:00,58.94,67656,United Kingdom,0.16,Credit Card,21.75,Apparel,In-store,Not Returned,DHL,London,High,1556.5476,1534.7976,1827.14,Wednesday,July
811507,SKU_1117,Blue Pen,31,2022-07-13 11:00,14.25,33498,Portugal,0.48,Bank Transfer,29.92,Stationery,Online,Returned,DHL,Amsterdam,Low,259.63,229.71,441.75,Wednesday,July
767482,SKU_1057,Headphones,20,2022-07-13 13:00,2.87,16613,Sweden,0.01,paypall,5.6,Electronics,In-store,Returned,FedEx,London,Low,62.426,56.826,57.4,Wednesday,July
274899,SKU_1017,Headphones,48,2022-07-13 14:00,3.29,38718,Spain,0.31,Bank Transfer,5.85,Furniture,In-store,Not Returned,UPS,Amsterdam,Medium,114.8148,108.9648,157.92,Wednesday,July
768695,SKU_1878,Blue Pen,9,2022-07-13 15:00,66.46,80868,Germany,0.21,paypall,18.91,Stationery,Online,Returned,UPS,Rome,Low,491.4406,472.5306,598.14,Wednesday,July
351536,SKU_1870,Wall Clock,13,2022-07-13 16:00,95.24,60821,Sweden,0.29,Credit Card,6.65,Accessories,Online,Not Returned,UPS,Paris,High,885.7152,879.0652,1238.12,Wednesday,July
950008,SKU_1139,Office Chair,-19,2022-07-13 17:00,23.93,Unknown,Spain,0.41,Credit Card,17.5,Furniture,In-store,Not Returned,Royal Mail,,Medium,-250.7553,-268.2553,-454.67,Wednesday,July
521439,SKU_1705,Blue Pen,24,2022-07-13 19:00,56.03,90476,Sweden,0.48,Bank Transfer,17.89,Electronics,In-store,Not Returned,Royal Mail,London,Medium,717.1444,699.2544,1344.72,Wednesday,July
523030,SKU_1641,Wireless Mouse,25,2022-07-13 20:00,56.56,22484,United States,0.13,paypall,27.06,Furniture,In-store,Not Returned,FedEx,Rome,High,1257.24,1230.18,1414,Wednesday,July
225662,SKU_1965,Backpack,30,2022-07-13 21:00,83.15,97162,Spain,0.34,Credit Card,9.35,Electronics,In-store,Not Returned,DHL,Paris,High,1655.72,1646.37,2494.5,Wednesday,July
576827,SKU_1211,Office Chair,24,2022-07-13 22:00,57.85,92396,Netherlands,0.14,Bank Transfer,21.55,Apparel,Online,Not Returned,FedEx,Paris,Medium,1215.574,1194.024,1388.4,Wednesday,July
536401,SKU_1485,White Mug,9,2022-07-13 23:00,94.28,15243,United States,0.04,Bank Transfer,5.69,Electronics,In-store,Not Returned,Royal Mail,Paris,Low,820.2692,814.5792,848.52,Wednesday,July
701082,SKU_1795,Headphones,29,2022-07-14 0:00,97.35,71272,Germany,0.02,paypall,16.72,Stationery,Online,Not Returned,DHL,Rome,Medium,2783.407,2766.687,2823.15,Thursday,July
175675,SKU_1119,Wall Clock,10,2022-07-14 1:00,74.45,33694,Belgium,0.06,Credit Card,12.33,Electronics,Online,Returned,Royal Mail,Paris,High,712.16,699.83,744.5,Thursday,July
928757,SKU_1890,Desk Lamp,14,2022-07-14 2:00,9.48,79559,Netherlands,0.36,paypall,15.61,Electronics,Online,Not Returned,Royal Mail,Paris,Medium,100.5508,84.9408,132.72,Thursday,July
140503,SKU_1553,Office Chair,22,2022-07-14 3:00,68.54,28245,United Kingdom,0.42,paypall,29.83,Stationery,Online,Not Returned,DHL,Berlin,Medium,904.4004,874.5704,1507.88,Thursday,July
680484,SKU_1943,Notebook,12,2022-07-14 5:00,91.61,55716,Germany,0.42,Credit Card,17.11,Stationery,In-store,Not Returned,DHL,Rome,Low,654.7156,637.6056,1099.32,Thursday,July
981065,SKU_1228,Wall Clock,8,2022-07-14 6:00,21.13,13579,Netherlands,0.09,Credit Card,5.65,Accessories,In-store,Not Returned,FedEx,Rome,Medium,159.4764,153.8264,169.04,Thursday,July
805479,SKU_1228,Headphones,3,2022-07-14 7:00,89.68,46226,United States,0.14,Bank Transfer,15.49,Furniture,Online,Not Returned,FedEx,London,Medium,246.8644,231.3744,269.04,Thursday,July
707612,SKU_1984,Notebook,26,2022-07-14 8:00,17,36908,United Kingdom,0.18,Credit Card,11.88,Accessories,Online,Not Returned,Royal Mail,Rome,Low,374.32,362.44,442,Thursday,July
518277,SKU_1342,T-shirt,20,2022-07-14 9:00,8.77,27523,Spain,0.42,Bank Transfer,20.26,Stationery,Online,Not Returned,UPS,Paris,Medium,121.992,101.732,175.4,Thursday,July
765307,SKU_1140,Backpack,17,2022-07-14 10:00,4.69,36236,Portugal,0.45,Credit Card,14.92,Electronics,In-store,Not Returned,UPS,Berlin,Low,58.7715,43.8515,79.73,Thursday,July
574296,SKU_1056,White Mug,31,2022-07-14 11:00,96.28,70033,Portugal,0.15,Bank Transfer,29,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,High,2565.978,2536.978,2984.68,Thursday,July
447694,SKU_1215,T-shirt,13,2022-07-14 12:00,24.13,37875,Sweden,0.5,Bank Transfer,15.89,Stationery,In-store,Not Returned,UPS,Amsterdam,Low,172.735,156.845,313.69,Thursday,July
966763,SKU_1642,T-shirt,42,2022-07-14 13:00,17.06,Unknown,Belgium,0.07,Bank Transfer,26.54,Furniture,Online,Not Returned,UPS,,Medium,692.9036,666.3636,716.52,Thursday,July
263704,SKU_1113,Notebook,32,2022-07-14 14:00,24.66,57692,Italy,0.42,paypall,10.72,Stationery,In-store,Not Returned,DHL,Amsterdam,Medium,468.4096,457.6896,789.12,Thursday,July
250424,SKU_1702,Blue Pen,6,2022-07-14 15:00,66.66,31548,Portugal,0.22,paypall,18.57,Accessories,In-store,Not Returned,UPS,Amsterdam,Medium,330.5388,311.9688,399.96,Thursday,July
385797,SKU_1754,Backpack,32,2022-07-14 16:00,16.54,22947,Italy,0.49,Credit Card,22.93,Apparel,Online,Not Returned,FedEx,London,Low,292.8628,269.9328,529.28,Thursday,July
298187,SKU_1293,Wireless Mouse,32,2022-07-14 17:00,63.39,16019,United Kingdom,0.48,Credit Card,28.21,Accessories,In-store,Not Returned,UPS,Berlin,Low,1083.0196,1054.8096,2028.48,Thursday,July
983726,SKU_1826,Blue Pen,43,2022-07-14 18:00,3.04,11822,Norway,0.19,Bank Transfer,19.85,Apparel,Online,Not Returned,DHL,London,High,125.7332,105.8832,130.72,Thursday,July
668043,SKU_1027,Backpack,32,2022-07-14 19:00,40.04,50738,Italy,0.22,paypall,7.56,Stationery,In-store,Not Returned,Royal Mail,Berlin,High,1006.9584,999.3984,1281.28,Thursday,July
990728,SKU_1537,Backpack,1,2022-07-14 20:00,76.23,33251,Belgium,0.35,Bank Transfer,6.02,Accessories,Online,Not Returned,FedEx,Rome,Medium,55.5695,49.5495,76.23,Thursday,July
722642,SKU_1595,Headphones,41,2022-07-14 21:00,27.18,57852,Portugal,0.39,Bank Transfer,12.75,Accessories,Online,Not Returned,DHL,London,High,692.5218,679.7718,1114.38,Thursday,July
434132,SKU_1858,Backpack,11,2022-07-14 22:00,34.69,21015,Italy,0.33,Credit Card,7.58,Electronics,In-store,Not Returned,DHL,Berlin,High,263.2453,255.6653,381.59,Thursday,July
924353,SKU_1320,Office Chair,12,2022-07-14 23:00,11.38,51926,Australia,0.08,paypall,5.01,Apparel,In-store,Not Returned,UPS,Rome,Medium,130.6452,125.6352,136.56,Thursday,July
552219,SKU_1841,Notebook,21,2022-07-15 0:00,68.2,36857,Belgium,0.33,paypall,9.73,Accessories,Online,Not Returned,FedEx,Rome,High,969.304,959.574,1432.2,Friday,July
574092,SKU_1713,Blue Pen,21,2022-07-15 1:00,35.87,Unknown,United Kingdom,0.18,Credit Card,12.33,Accessories,In-store,Not Returned,DHL,,High,630.0114,617.6814,753.27,Friday,July
933100,SKU_1572,USB Cable,10,2022-07-15 2:00,18.67,24986,United Kingdom,0.09,paypall,19.1,Furniture,Online,Not Returned,UPS,Rome,Medium,188.997,169.897,186.7,Friday,July
417319,SKU_1696,Headphones,9,2022-07-15 3:00,2.33,Unknown,France,0.07,Bank Transfer,15.22,Furniture,Online,Not Returned,DHL,Paris,Low,34.7221,19.5021,20.97,Friday,July
803098,SKU_1757,Blue Pen,12,2022-07-15 4:00,61.12,25879,Spain,0.13,Credit Card,11.63,Apparel,In-store,Not Returned,FedEx,Berlin,Medium,649.7228,638.0928,733.44,Friday,July
415596,SKU_1512,Notebook,32,2022-07-15 5:00,48.9,17345,United States,0.06,Credit Card,26.35,Apparel,In-store,Not Returned,Royal Mail,Paris,Medium,1497.262,1470.912,1564.8,Friday,July
408293,SKU_1754,Office Chair,18,2022-07-15 7:00,51.54,84719,Sweden,0.13,Credit Card,27.56,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low,834.6764,807.1164,927.72,Friday,July
344965,SKU_1031,Office Chair,41,2022-07-15 8:00,41.05,23085,Belgium,0.21,Credit Card,5.94,Apparel,Online,Not Returned,DHL,Berlin,High,1335.5495,1329.6095,1683.05,Friday,July
620724,SKU_1410,Blue Pen,5,2022-07-15 10:00,55.47,60306,Spain,0.34,paypall,29.66,Stationery,Online,Not Returned,DHL,Amsterdam,Low,212.711,183.051,277.35,Friday,July
626443,SKU_1396,White Mug,5,2022-07-15 11:00,80.28,20268,Sweden,0.47,Credit Card,17.76,Accessories,In-store,Not Returned,DHL,Berlin,High,230.502,212.742,401.4,Friday,July
500235,SKU_1016,Wireless Mouse,44,2022-07-15 12:00,87.28,88891,France,0.49,Credit Card,22.02,Stationery,In-store,Not Returned,UPS,Rome,High,1980.5832,1958.5632,3840.32,Friday,July
678800,SKU_1923,Headphones,7,2022-07-15 13:00,52.45,20771,France,0.09,Bank Transfer,14.8,Apparel,In-store,Not Returned,DHL,London,Low,348.9065,334.1065,367.15,Friday,July
554906,SKU_1600,Backpack,14,2022-07-15 14:00,33.97,44384,Norway,0.19,Bank Transfer,24.8,Apparel,Online,Not Returned,DHL,London,High,410.0198,385.2198,475.58,Friday,July
750329,SKU_1369,Headphones,22,2022-07-15 16:00,25.59,42534,Germany,0.44,Credit Card,28.7,Electronics,In-store,Not Returned,DHL,Rome,High,343.9688,315.2688,562.98,Friday,July
388334,SKU_1163,Office Chair,33,2022-07-15 17:00,12.85,67559,Portugal,0.35,paypall,18.99,Furniture,Online,Not Returned,Royal Mail,Berlin,High,294.6225,275.6325,424.05,Friday,July
599127,SKU_1302,White Mug,35,2022-07-15 18:00,75.73,31158,Norway,0.02,Credit Card,14.74,Electronics,In-store,Returned,FedEx,Berlin,Low,2612.279,2597.539,2650.55,Friday,July
373072,SKU_1449,Notebook,29,2022-07-15 19:00,32.28,99325,France,0.13,Bank Transfer,23.07,Apparel,In-store,Not Returned,UPS,Paris,High,837.4944,814.4244,936.12,Friday,July
698422,SKU_1543,Headphones,15,2022-07-15 21:00,71.37,19471,Portugal,0.5,Bank Transfer,14.36,Accessories,In-store,Not Returned,UPS,Amsterdam,High,549.635,535.275,1070.55,Friday,July
734163,SKU_1709,Desk Lamp,31,2022-07-15 22:00,66.87,31381,Spain,0.47,Credit Card,14.92,Furniture,Online,Not Returned,FedEx,Amsterdam,Medium,1113.5941,1098.6741,2072.97,Friday,July
317189,SKU_1501,White Mug,28,2022-07-15 23:00,26.81,52262,Germany,0.32,Credit Card,5.12,Stationery,Online,Not Returned,UPS,Amsterdam,Medium,515.5824,510.4624,750.68,Friday,July
748552,SKU_1350,White Mug,18,2022-07-16 0:00,5.23,85297,United States,0.47,Bank Transfer,5.59,Furniture,Online,Not Returned,UPS,Berlin,High,55.4842,49.8942,94.14,Saturday,July
280046,SKU_1378,White Mug,8,2022-07-16 1:00,63.91,90189,United States,0.3,Bank Transfer,16.76,Apparel,In-store,Not Returned,UPS,Berlin,Medium,374.656,357.896,511.28,Saturday,July
472335,SKU_1438,Backpack,33,2022-07-16 2:00,2.42,86381,Portugal,0.11,paypall,11.54,Furniture,In-store,Not Returned,DHL,London,High,82.6154,71.0754,79.86,Saturday,July
279815,SKU_1200,Headphones,45,2022-07-16 3:00,33.8,99753,Norway,0.45,Credit Card,11.51,Accessories,Online,Not Returned,DHL,London,High,848.06,836.55,1521,Saturday,July
572671,SKU_1106,Notebook,15,2022-07-16 4:00,96.37,69048,Sweden,0.05,Bank Transfer,20.09,Furniture,In-store,Not Returned,FedEx,Paris,High,1393.3625,1373.2725,1445.55,Saturday,July
990148,SKU_1504,T-shirt,7,2022-07-16 5:00,54.85,42867,Netherlands,0.04,Credit Card,10.89,Electronics,Online,Returned,FedEx,Rome,Medium,379.482,368.592,383.95,Saturday,July
301107,SKU_1383,Backpack,35,2022-07-16 6:00,63.01,45206,Spain,0.05,paypall,22.81,Stationery,In-store,Not Returned,FedEx,London,Low,2117.8925,2095.0825,2205.35,Saturday,July
680609,SKU_1847,Headphones,36,2022-07-16 7:00,14.79,94836,Belgium,0.4,Credit Card,5.21,Accessories,In-store,Returned,Royal Mail,Amsterdam,High,324.674,319.464,532.44,Saturday,July
209398,SKU_1295,Wireless Mouse,37,2022-07-16 9:00,47.99,83193,Belgium,0.47,paypall,26.87,Stationery,Online,Not Returned,UPS,London,High,967.9539,941.0839,1775.63,Saturday,July
421117,SKU_1027,Office Chair,13,2022-07-16 10:00,70.37,90484,Italy,0.45,paypall,22.41,Apparel,In-store,Not Returned,Royal Mail,London,Medium,525.5555,503.1455,914.81,Saturday,July
676702,SKU_1336,Wireless Mouse,41,2022-07-16 11:00,70.26,51620,Spain,0.03,Bank Transfer,10.59,Furniture,Online,Not Returned,DHL,Rome,Medium,2804.8302,2794.2402,2880.66,Saturday,July
518818,SKU_1286,White Mug,41,2022-07-16 12:00,86.62,63488,Sweden,0.31,paypall,24.63,Stationery,In-store,Not Returned,FedEx,Berlin,Low,2475.1098,2450.4798,3551.42,Saturday,July
391836,SKU_1342,Backpack,36,2022-07-16 14:00,1.28,70150,United States,0.32,paypall,21.62,Apparel,In-store,Not Returned,DHL,Rome,High,52.9544,31.3344,46.08,Saturday,July
468102,SKU_1030,USB Cable,23,2022-07-16 15:00,74.33,89617,United States,0.44,Credit Card,26.46,Stationery,Online,Not Returned,UPS,London,High,983.8304,957.3704,1709.59,Saturday,July
410894,SKU_1665,USB Cable,23,2022-07-16 16:00,97.3,27325,United States,0.13,Credit Card,10.47,Apparel,Online,Not Returned,DHL,Paris,Low,1957.443,1946.973,2237.9,Saturday,July
514976,SKU_1771,Wireless Mouse,46,2022-07-16 17:00,4.21,44238,Australia,0.09,Credit Card,10.72,Furniture,Online,Returned,Royal Mail,London,Low,186.9506,176.2306,193.66,Saturday,July
430600,SKU_1486,Desk Lamp,36,2022-07-16 18:00,13.79,37148,Portugal,0.09,Credit Card,29.65,Accessories,In-store,Not Returned,Royal Mail,Rome,Low,481.4104,451.7604,496.44,Saturday,July
910517,SKU_1618,Office Chair,49,2022-07-16 19:00,31.11,14834,Italy,0.14,paypall,21.05,Furniture,In-store,Not Returned,Royal Mail,Berlin,Medium,1332.0254,1310.9754,1524.39,Saturday,July
385069,SKU_1250,Headphones,4,2022-07-16 20:00,77.95,66134,Australia,0.47,Bank Transfer,6.53,Stationery,Online,Not Returned,Royal Mail,Amsterdam,Low,171.784,165.254,311.8,Saturday,July
892047,SKU_1362,Headphones,42,2022-07-16 21:00,51.74,56177,United Kingdom,0.26,Bank Transfer,8.51,Stationery,In-store,Not Returned,Royal Mail,Berlin,Low,1616.5892,1608.0792,2173.08,Saturday,July
923515,SKU_1106,White Mug,44,2022-07-16 22:00,71.41,85704,United Kingdom,0.13,Bank Transfer,14.29,Electronics,Online,Not Returned,DHL,London,Low,2747.8648,2733.5748,3142.04,Saturday,July
614004,SKU_1505,Blue Pen,34,2022-07-16 23:00,5.42,64638,Italy,0.49,paypall,8.33,Accessories,Online,Not Returned,UPS,Berlin,High,102.3128,93.9828,184.28,Saturday,July
472908,SKU_1441,Wall Clock,-6,2022-07-17 0:00,34.12,Unknown,Sweden,0.36,Bank Transfer,17.5,Apparel,In-store,Not Returned,Royal Mail,,Medium,-113.5208,-131.0208,-204.72,Sunday,July
561535,SKU_1116,Desk Lamp,7,2022-07-17 1:00,21.05,86329,Sweden,0.33,paypall,11.28,Electronics,Online,Returned,FedEx,Amsterdam,Medium,110.0045,98.7245,147.35,Sunday,July
633893,SKU_1244,Notebook,37,2022-07-17 2:00,81.49,35374,Portugal,0.24,Credit Card,10.41,Furniture,In-store,Not Returned,UPS,Paris,High,2301.9088,2291.4988,3015.13,Sunday,July
997525,SKU_1078,Backpack,20,2022-07-17 3:00,16.24,26782,Belgium,0.25,paypall,27.44,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Low,271.04,243.6,324.8,Sunday,July
931040,SKU_1740,T-shirt,35,2022-07-17 4:00,44.5,15568,Germany,0.46,Bank Transfer,14.51,Apparel,Online,Not Returned,DHL,London,High,855.56,841.05,1557.5,Sunday,July
490932,SKU_1485,Headphones,29,2022-07-17 5:00,3.23,43886,Portugal,0.39,Credit Card,17.39,Stationery,Online,Not Returned,UPS,London,High,74.5287,57.1387,93.67,Sunday,July
119192,SKU_1022,Desk Lamp,33,2022-07-17 6:00,58.3,60440,Australia,0.26,Credit Card,26.1,Accessories,Online,Not Returned,FedEx,Rome,Medium,1449.786,1423.686,1923.9,Sunday,July
937762,SKU_1196,Wireless Mouse,36,2022-07-17 7:00,3.75,47710,United Kingdom,0.46,paypall,11.28,Electronics,In-store,Not Returned,Royal Mail,Amsterdam,Low,84.18,72.9,135,Sunday,July
328464,SKU_1360,Headphones,7,2022-07-17 8:00,89.19,17305,Netherlands,0.24,paypall,11.21,Accessories,Online,Not Returned,Royal Mail,Amsterdam,Low,485.7008,474.4908,624.33,Sunday,July
